rank	domain	rank_bucket	https_url	dns_success	main_commit_success	main_http_status	main_commit_latency_ms	domcontentloaded	domcontentloaded_latency_ms	subresource_failed_count	warning_count	policy_exclusion_reason	hard_failure_reason	reachable	audit_timestamp
1078	kickstarter.com	rank_1001_100000	https://kickstarter.com/	True	False	403	750	False	0	0	0		RuntimeError:unacceptable_main_http_status:403	False	2026-08-28T08:17:16Z
1079	auvik.com	rank_1001_100000	https://auvik.com/	True	True	200	2596	False	0	16	2			True	2026-08-28T08:17:16Z
1080	google.fr	rank_1001_100000	https://google.fr/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_CONNECTION_REFUSED at https://google.fr/
Call log:
  - navigating to ""https://google.fr/"", waiting until ""commit""
"	False	2026-08-28T08:17:16Z
1081	ultimate-guitar.com	rank_1001_100000	https://ultimate-guitar.com/	True	True	200	1584	True	4055	2	1			True	2026-08-28T08:17:37Z
1082	buydomains.com	rank_1001_100000	https://buydomains.com/	True	False	403	1205	False	0	0	0		RuntimeError:unacceptable_main_http_status:403	False	2026-08-28T08:17:37Z
1083	smaato.net	rank_1001_100000	https://smaato.net/	False	False	0	0	False	0	0	0		dns_failure:gaierror	False	2026-08-28T08:17:37Z
1084	xhamster.desi	rank_1001_100000	https://xhamster.desi/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_CONNECTION_RESET at https://xhamster.desi/
Call log:
  - navigating to ""https://xhamster.desi/"", waiting until ""commit""
"	False	2026-08-28T08:17:37Z
1085	zijieapi.com	rank_1001_100000	https://zijieapi.com/	False	False	0	0	False	0	0	0		dns_failure:gaierror	False	2026-08-28T08:17:37Z
1086	ilovepdf.com	rank_1001_100000	https://ilovepdf.com/	True	True	200	896	True	1139	4	1			True	2026-08-28T08:17:37Z
1087	bund.de	rank_1001_100000	https://bund.de/	True	True	200	5426	True	6724	0	0			True	2026-08-28T08:17:37Z
1088	ameba.jp	rank_1001_100000	https://ameba.jp/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_CONNECTION_REFUSED at https://ameba.jp/
Call log:
  - navigating to ""https://ameba.jp/"", waiting until ""commit""
"	False	2026-08-28T08:17:37Z
1089	crazygames.com	rank_1001_100000	https://crazygames.com/	True	True	200	1538	True	5162	3	1			True	2026-08-28T08:17:58Z
1090	azure.net	rank_1001_100000	https://azure.net/	True	True	200	12223	False	0	0	1			True	2026-08-28T08:17:58Z
1091	nexthink.cloud	rank_1001_100000	https://nexthink.cloud/	False	False	0	0	False	0	0	0		dns_failure:gaierror	False	2026-08-28T08:17:58Z
1092	cpanel.com	rank_1001_100000	https://cpanel.com/	True	True	200	3252	True	5567	5	1			True	2026-08-28T08:17:58Z
1093	websitewelcome.com	rank_1001_100000	https://websitewelcome.com/	True	False	0	0	False	0	0	0		"Error:Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://websitewelcome.com/
Call log:
  - navigating to ""https://websitewelcome.com/"", waiting until ""commit""
"	False	2026-08-28T08:17:58Z
1094	ovscdns.net	rank_1001_100000	https://ovscdns.net/	False	False	0	0	False	0	0	0		dns_failure:gaierror	False	2026-08-28T08:17:58Z
1095	riotgames.com	rank_1001_100000	https://riotgames.com/	True	True	200	5570	True	10466	0	0			True	2026-08-28T08:17:58Z
